productId,productName,productType,categoryName,baseUnitAbbreviation,variantId,variantName,image,sku,price,costPrice,attributeType,taxCategory,lowStockThreshold
fmrt-prod-eggs,Magnolia Eggs,PHYSICAL_GOOD,Dairy & Eggs,pcs,fmrt-var-eggs-12pcs,12 pcs per tray,https://images.unsplash.com/photo-1567486279944-c4b71efcbc85?auto=format&fit=crop&q=80&w=600,4800050100029,105,78,SIZE,EXEMPT,6
fmrt-prod-fresh-milk,Magnolia Fresh Milk,PHYSICAL_GOOD,Dairy & Eggs,ml,fmrt-var-milk-1L,1L Carton,https://images.unsplash.com/photo-1550583724-b2692b85b150?auto=format&fit=crop&q=80&w=600,4800050200014,95,70,SIZE,EXEMPT,6
fmrt-prod-cheese,Eden Cheese,PHYSICAL_GOOD,Dairy & Eggs,g,fmrt-var-cheese-165g,165g Block,https://images.unsplash.com/photo-1486297678162-eb2a19b0a318?auto=format&fit=crop&q=80&w=600,4800019100015,78,55,SIZE,STANDARD,12
fmrt-prod-tomato,Tomatoes (Local),PHYSICAL_GOOD,Fresh Produce,g,fmrt-var-tomato-500g,500g Pack,https://images.unsplash.com/photo-1546470427-0d4e3f9b8116?auto=format&fit=crop&q=80&w=600,2000000000011,35,22,SIZE,EXEMPT,10
fmrt-prod-onion,White Onion,PHYSICAL_GOOD,Fresh Produce,g,fmrt-var-onion-1kg,1kg Pack,https://images.unsplash.com/photo-1518977676601-b53f82aba655?auto=format&fit=crop&q=80&w=600,2000000000028,95,68,SIZE,EXEMPT,8
fmrt-prod-garlic,Garlic (Bawang),PHYSICAL_GOOD,Fresh Produce,g,fmrt-var-garlic-250g,250g Pack,https://images.unsplash.com/photo-1615477550927-6ec8445aa07e?auto=format&fit=crop&q=80&w=600,2000000000035,65,45,SIZE,EXEMPT,8
fmrt-prod-chicken,Magnolia Dressed Chicken,PHYSICAL_GOOD,Meat & Poultry,g,fmrt-var-chicken-whole,Whole Dressed (avg 1kg),https://images.unsplash.com/photo-1604503468506-a8da13d82791?auto=format&fit=crop&q=80&w=600,4800050300011,215,155,SIZE,EXEMPT,5
fmrt-prod-chicken,Magnolia Dressed Chicken,PHYSICAL_GOOD,Meat & Poultry,g,fmrt-var-chicken-parts,Cut Parts (500g),https://images.unsplash.com/photo-1604503468506-a8da13d82791?auto=format&fit=crop&q=80&w=600,4800050300028,125,88,SIZE,EXEMPT,8
fmrt-prod-hotdog,Purefoods Tender Juicy,PHYSICAL_GOOD,Meat & Poultry,g,fmrt-var-hotdog-500g,500g Pack (6 pcs),https://images.unsplash.com/photo-1612392061787-2021d1e8f4a4?auto=format&fit=crop&q=80&w=600,4800016010016,115,82,SIZE,STANDARD,12
fmrt-prod-coke,Coca-Cola,PHYSICAL_GOOD,Beverages,ml,fmrt-var-coke-330ml,330ml (Can),https://images.unsplash.com/photo-1622483767028-3f66f32aef97?auto=format&fit=crop&q=80&w=600,5449000000439,35,24,SIZE,STANDARD,24
fmrt-prod-coke,Coca-Cola,PHYSICAL_GOOD,Beverages,ml,fmrt-var-coke-1.5L,1.5L (Bottle),https://images.unsplash.com/photo-1622483767028-3f66f32aef97?auto=format&fit=crop&q=80&w=600,5449000012941,75,52,SIZE,STANDARD,12
fmrt-prod-water,Wilkins Pure Water,PHYSICAL_GOOD,Beverages,ml,fmrt-var-water-500ml,500ml Bottle,https://images.unsplash.com/photo-1616118132534-381055f8e9d6?auto=format&fit=crop&q=80&w=600,4800079300014,12,7,SIZE,STANDARD,24
fmrt-prod-water,Wilkins Pure Water,PHYSICAL_GOOD,Beverages,ml,fmrt-var-water-1.5L,1.5L Bottle,https://images.unsplash.com/photo-1616118132534-381055f8e9d6?auto=format&fit=crop&q=80&w=600,4800079300021,22,13,SIZE,STANDARD,12
fmrt-prod-juice,Minute Maid Juice,PHYSICAL_GOOD,Beverages,ml,fmrt-var-juice-orange-250ml,Orange 250ml Tetra,https://images.unsplash.com/photo-1600271886742-f049cd451bba?auto=format&fit=crop&q=80&w=600,4902102113168,22,14,FLAVOR,STANDARD,12
fmrt-prod-chips,Piattos Chips,PHYSICAL_GOOD,Snacks & Confectionery,g,fmrt-var-piattos-cheese,Cheese 85g,https://images.unsplash.com/photo-1566478989037-eec170784d0b?auto=format&fit=crop&q=80&w=600,4800016320018,35,23,FLAVOR,STANDARD,24
fmrt-prod-chips,Piattos Chips,PHYSICAL_GOOD,Snacks & Confectionery,g,fmrt-var-piattos-sour,Sour Cream 85g,https://images.unsplash.com/photo-1566478989037-eec170784d0b?auto=format&fit=crop&q=80&w=600,4800016320025,35,23,FLAVOR,STANDARD,24
fmrt-prod-crackers,SkyFlakes Crackers,PHYSICAL_GOOD,Snacks & Confectionery,g,fmrt-var-skyflakes-800g,800g Tin,https://images.unsplash.com/photo-1558961363-fa8fdf82db35?auto=format&fit=crop&q=80&w=600,4800016110019,155,110,SIZE,STANDARD,6
fmrt-prod-noodles,Lucky Me Pancit Canton,PHYSICAL_GOOD,Snacks & Confectionery,g,fmrt-var-pancit-canton-orig,Original Flavor (60g),https://images.unsplash.com/photo-1569050467447-ce54b3bbc37d?auto=format&fit=crop&q=80&w=600,4800565600018,15,9,FLAVOR,STANDARD,24
fmrt-prod-noodles,Lucky Me Pancit Canton,PHYSICAL_GOOD,Snacks & Confectionery,g,fmrt-var-pancit-canton-chili,Chili Mansi (60g),https://images.unsplash.com/photo-1569050467447-ce54b3bbc37d?auto=format&fit=crop&q=80&w=600,4800565600025,15,9,FLAVOR,STANDARD,24
fmrt-prod-shampoo,Head & Shoulders Shampoo,PHYSICAL_GOOD,Personal Care & Hygiene,ml,fmrt-var-shampoo-180ml,180ml Bottle,https://images.unsplash.com/photo-1571781926291-c477ebfd024b?auto=format&fit=crop&q=80&w=600,8001090283009,185,135,SIZE,STANDARD,6
fmrt-prod-shampoo,Head & Shoulders Shampoo,PHYSICAL_GOOD,Personal Care & Hygiene,ml,fmrt-var-shampoo-sachet,12ml Sachet,https://images.unsplash.com/photo-1571781926291-c477ebfd024b?auto=format&fit=crop&q=80&w=600,8001090283016,7,4,SIZE,STANDARD,24
fmrt-prod-soap,Safeguard Bar Soap,PHYSICAL_GOOD,Personal Care & Hygiene,g,fmrt-var-soap-90g,90g Bar,https://images.unsplash.com/photo-1583947581924-860bda6a26df?auto=format&fit=crop&q=80&w=600,8001090408006,38,26,SIZE,STANDARD,24
fmrt-prod-detergent,Ariel Powder Detergent,PHYSICAL_GOOD,Household Supplies,g,fmrt-var-detergent-1kg,1kg Pack,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?auto=format&fit=crop&q=80&w=600,8001090081681,185,132,SIZE,STANDARD,6
fmrt-prod-detergent,Ariel Powder Detergent,PHYSICAL_GOOD,Household Supplies,g,fmrt-var-detergent-sachet,66g Sachet,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?auto=format&fit=crop&q=80&w=600,8001090081698,12,7,SIZE,STANDARD,24
fmrt-prod-dishwash,Joy Dishwashing Liquid,PHYSICAL_GOOD,Household Supplies,ml,fmrt-var-dishwash-250ml,250ml Bottle,https://images.unsplash.com/photo-1585664811087-47f65abbad64?auto=format&fit=crop&q=80&w=600,8001090521408,55,38,SIZE,STANDARD,12
