productId,productName,productType,categoryName,baseUnitAbbreviation,variantId,variantName,image,sku,price,costPrice,attributeType,taxCategory,lowStockThreshold
shub-prod-wide-pants,Wide-Leg Trousers,PHYSICAL_GOOD,Women's Bottoms,pcs,shub-var-wide-pants-m-camel,M — Camel,https://images.unsplash.com/photo-1594938298603-c8148c4b4357?auto=format&fit=crop&q=80&w=600,SHB-WDPNT-M-CAM,1895,720,COLOR,STANDARD,3
shub-prod-midi-skirt,Flowy Midi Skirt,PHYSICAL_GOOD,Women's Bottoms,pcs,shub-var-midi-skirt-s-flrl,S — Floral Print,https://images.unsplash.com/photo-1583496661160-fb5218afa9a3?auto=format&fit=crop&q=80&w=600,SHB-MDSKRT-S-FLR,1695,650,SIZE,STANDARD,3
shub-prod-midi-skirt,Flowy Midi Skirt,PHYSICAL_GOOD,Women's Bottoms,pcs,shub-var-midi-skirt-m-flrl,M — Floral Print,https://images.unsplash.com/photo-1583496661160-fb5218afa9a3?auto=format&fit=crop&q=80&w=600,SHB-MDSKRT-M-FLR,1695,650,SIZE,STANDARD,3
shub-prod-wrap-dress,Wrap Midi Dress,PHYSICAL_GOOD,Women's Dresses,pcs,shub-var-wrap-dress-s-navy,S — Navy,https://images.unsplash.com/photo-1595777457583-95e059d581b8?auto=format&fit=crop&q=80&w=600,SHB-WRPDRS-S-NVY,2495,950,SIZE,STANDARD,3
shub-prod-wrap-dress,Wrap Midi Dress,PHYSICAL_GOOD,Women's Dresses,pcs,shub-var-wrap-dress-m-navy,M — Navy,https://images.unsplash.com/photo-1595777457583-95e059d581b8?auto=format&fit=crop&q=80&w=600,SHB-WRPDRS-M-NVY,2495,950,SIZE,STANDARD,3
shub-prod-wrap-dress,Wrap Midi Dress,PHYSICAL_GOOD,Women's Dresses,pcs,shub-var-wrap-dress-m-rust,M — Rust,https://images.unsplash.com/photo-1595777457583-95e059d581b8?auto=format&fit=crop&q=80&w=600,SHB-WRPDRS-M-RST,2495,950,COLOR,STANDARD,3
shub-prod-polo-shirt,Classic Polo Shirt,PHYSICAL_GOOD,Men's Tops,pcs,shub-var-polo-s-wht,S — White,https://images.unsplash.com/photo-1578932750294-f5075e85f44a?auto=format&fit=crop&q=80&w=600,SHB-POLO-S-WHT,1295,500,SIZE,STANDARD,3
shub-prod-polo-shirt,Classic Polo Shirt,PHYSICAL_GOOD,Men's Tops,pcs,shub-var-polo-m-wht,M — White,https://images.unsplash.com/photo-1578932750294-f5075e85f44a?auto=format&fit=crop&q=80&w=600,SHB-POLO-M-WHT,1295,500,SIZE,STANDARD,3
shub-prod-polo-shirt,Classic Polo Shirt,PHYSICAL_GOOD,Men's Tops,pcs,shub-var-polo-m-nvy,M — Navy,https://images.unsplash.com/photo-1578932750294-f5075e85f44a?auto=format&fit=crop&q=80&w=600,SHB-POLO-M-NVY,1295,500,COLOR,STANDARD,3
shub-prod-polo-shirt,Classic Polo Shirt,PHYSICAL_GOOD,Men's Tops,pcs,shub-var-polo-l-nvy,L — Navy,https://images.unsplash.com/photo-1578932750294-f5075e85f44a?auto=format&fit=crop&q=80&w=600,SHB-POLO-L-NVY,1295,500,COLOR,STANDARD,3
shub-prod-graphic-tee,Premium Graphic Tee,PHYSICAL_GOOD,Men's Tops,pcs,shub-var-gtee-m-blk,M — Black,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&q=80&w=600,SHB-GTEE-M-BLK,895,340,COLOR,STANDARD,3
shub-prod-graphic-tee,Premium Graphic Tee,PHYSICAL_GOOD,Men's Tops,pcs,shub-var-gtee-l-blk,L — Black,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&q=80&w=600,SHB-GTEE-L-BLK,895,340,COLOR,STANDARD,3
shub-prod-graphic-tee,Premium Graphic Tee,PHYSICAL_GOOD,Men's Tops,pcs,shub-var-gtee-l-wht,L — White,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&q=80&w=600,SHB-GTEE-L-WHT,895,340,COLOR,STANDARD,3
shub-prod-chino-pants,Slim Chino Pants,PHYSICAL_GOOD,Men's Bottoms,pcs,shub-var-chino-30-khk,30 — Khaki,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&q=80&w=600,SHB-CHNO-30-KHK,1995,760,SIZE,STANDARD,3
shub-prod-chino-pants,Slim Chino Pants,PHYSICAL_GOOD,Men's Bottoms,pcs,shub-var-chino-32-khk,32 — Khaki,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&q=80&w=600,SHB-CHNO-32-KHK,1995,760,SIZE,STANDARD,3
shub-prod-chino-pants,Slim Chino Pants,PHYSICAL_GOOD,Men's Bottoms,pcs,shub-var-chino-32-nvy,32 — Navy,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&q=80&w=600,SHB-CHNO-32-NVY,1995,760,COLOR,STANDARD,3
shub-prod-bomber-jacket,Oversized Bomber Jacket,PHYSICAL_GOOD,Outerwear,pcs,shub-var-bomber-m-olv,M — Olive,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?auto=format&fit=crop&q=80&w=600,SHB-BMBR-M-OLV,3495,1350,SIZE,STANDARD,2
shub-prod-bomber-jacket,Oversized Bomber Jacket,PHYSICAL_GOOD,Outerwear,pcs,shub-var-bomber-l-olv,L — Olive,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?auto=format&fit=crop&q=80&w=600,SHB-BMBR-L-OLV,3495,1350,SIZE,STANDARD,2
shub-prod-bomber-jacket,Oversized Bomber Jacket,PHYSICAL_GOOD,Outerwear,pcs,shub-var-bomber-m-blk,M — Black,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?auto=format&fit=crop&q=80&w=600,SHB-BMBR-M-BLK,3495,1350,COLOR,STANDARD,2
shub-prod-sneakers,Canvas Low-Top Sneakers,PHYSICAL_GOOD,Footwear,pcs,shub-var-snkr-7-wht,Size 7 — White,https://images.unsplash.com/photo-1542291026-7eec264c27ff?auto=format&fit=crop&q=80&w=600,SHB-SNKR-7-WHT,2495,950,SIZE,STANDARD,2
shub-prod-sneakers,Canvas Low-Top Sneakers,PHYSICAL_GOOD,Footwear,pcs,shub-var-snkr-8-wht,Size 8 — White,https://images.unsplash.com/photo-1542291026-7eec264c27ff?auto=format&fit=crop&q=80&w=600,SHB-SNKR-8-WHT,2495,950,SIZE,STANDARD,2
shub-prod-sneakers,Canvas Low-Top Sneakers,PHYSICAL_GOOD,Footwear,pcs,shub-var-snkr-9-blk,Size 9 — Black,https://images.unsplash.com/photo-1542291026-7eec264c27ff?auto=format&fit=crop&q=80&w=600,SHB-SNKR-9-BLK,2495,950,COLOR,STANDARD,2
shub-prod-tote-bag,Canvas Tote Bag,PHYSICAL_GOOD,Bags & Accessories,pcs,shub-var-tote-nat,Natural Canvas,https://images.unsplash.com/photo-1591561954557-26941169b49e?auto=format&fit=crop&q=80&w=600,SHB-TOTE-NAT,1295,480,UNSPECIFIED,STANDARD,3
shub-prod-tote-bag,Canvas Tote Bag,PHYSICAL_GOOD,Bags & Accessories,pcs,shub-var-tote-blk,Black Canvas,https://images.unsplash.com/photo-1591561954557-26941169b49e?auto=format&fit=crop&q=80&w=600,SHB-TOTE-BLK,1295,480,COLOR,STANDARD,3
shub-prod-belt,Genuine Leather Belt,PHYSICAL_GOOD,Bags & Accessories,pcs,shub-var-belt-s-brn,S/M — Brown,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&q=80&w=600,SHB-BELT-SM-BRN,1495,550,SIZE,STANDARD,3
shub-prod-belt,Genuine Leather Belt,PHYSICAL_GOOD,Bags & Accessories,pcs,shub-var-belt-l-brn,L/XL — Brown,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&q=80&w=600,SHB-BELT-LXL-BRN,1495,550,SIZE,STANDARD,3
shub-prod-sports-bra,Performance Sports Bra,PHYSICAL_GOOD,Activewear,pcs,shub-var-sportsbra-s-blk,S — Black,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,SHB-SPBRA-S-BLK,1195,450,SIZE,STANDARD,3
shub-prod-sports-bra,Performance Sports Bra,PHYSICAL_GOOD,Activewear,pcs,shub-var-sportsbra-m-blk,M — Black,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,SHB-SPBRA-M-BLK,1195,450,SIZE,STANDARD,3
shub-prod-jogger,Tapered Jogger Pants,PHYSICAL_GOOD,Activewear,pcs,shub-var-jogger-s-gry,S — Heather Grey,https://images.unsplash.com/photo-1552902865-b72c031ac5ea?auto=format&fit=crop&q=80&w=600,SHB-JGR-S-GRY,1595,600,SIZE,STANDARD,3
shub-prod-jogger,Tapered Jogger Pants,PHYSICAL_GOOD,Activewear,pcs,shub-var-jogger-m-gry,M — Heather Grey,https://images.unsplash.com/photo-1552902865-b72c031ac5ea?auto=format&fit=crop&q=80&w=600,SHB-JGR-M-GRY,1595,600,SIZE,STANDARD,3
shub-prod-sale-dress,Sundress (Sale),PHYSICAL_GOOD,Sale Items,pcs,shub-var-sale-dress-s-ylw,S — Yellow Print,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?auto=format&fit=crop&q=80&w=600,SHB-SALE-SDRS-S-YLW,895,650,SIZE,STANDARD,2
shub-prod-sale-dress,Sundress (Sale),PHYSICAL_GOOD,Sale Items,pcs,shub-var-sale-dress-m-ylw,M — Yellow Print,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?auto=format&fit=crop&q=80&w=600,SHB-SALE-SDRS-M-YLW,895,650,SIZE,STANDARD,2
